lad_code,lad_name,stp_code,stp_name,itl3_code,itl3_name,itl2_code,itl2_name,itl1_code,itl1_name,n_lsoa,mean_imd_score,median_imd_score,mean_lsoa_imd_decile,lad_imd_rank,lad_imd_decile
E07000117,Burnley,E54000048,Healthier Lancashire and South Cumbria,TLD46,East Lancashire,TLD4,Lancashire,TLD,North West (England),60,37.30198333333333,35.695,3.2166666666666663,8,1
E07000118,Chorley,E54000048,Healthier Lancashire and South Cumbria,TLD47,Chorley and West Lancashire,TLD4,Lancashire,TLD,North West (England),66,16.862000000000002,11.9825,6.424242424242425,177,6
E07000119,Fylde,E54000048,Healthier Lancashire and South Cumbria,TLD45,Mid Lancashire,TLD4,Lancashire,TLD,North West (England),51,16.108941176470587,13.595,6.470588235294118,187,7
E07000120,Hyndburn,E54000048,Healthier Lancashire and South Cumbria,TLD46,East Lancashire,TLD4,Lancashire,TLD,North West (England),52,33.82386538461538,31.2105,3.519230769230769,17,1
E07000121,Lancaster,E54000048,Healthier Lancashire and South Cumbria,TLD44,Lancaster and Wyre,TLD4,Lancashire,TLD,North West (England),89,24.73073033707865,18.873,5.02247191011236,88,3
E07000122,Pendle,E54000048,Healthier Lancashire and South Cumbria,TLD46,East Lancashire,TLD4,Lancashire,TLD,North West (England),57,30.23942105263158,26.709,3.807017543859649,34,2
E07000123,Preston,E54000048,Healthier Lancashire and South Cumbria,TLD45,Mid Lancashire,TLD4,Lancashire,TLD,North West (England),86,28.928255813953488,29.8265,4.16279069767442,45,2
E07000124,Ribble Valley,E54000048,Healthier Lancashire and South Cumbria,TLD45,Mid Lancashire,TLD4,Lancashire,TLD,North West (England),40,10.295325,8.738,7.95,279,9
E07000125,Rossendale,E54000048,Healthier Lancashire and South Cumbria,TLD46,East Lancashire,TLD4,Lancashire,TLD,North West (England),43,24.961441860465115,24.963,4.488372093023257,85,3
E07000126,South Ribble,E54000048,Healthier Lancashire and South Cumbria,TLD45,Mid Lancashire,TLD4,Lancashire,TLD,North West (England),70,15.741685714285715,12.497,6.7,196,7
E07000127,West Lancashire,E54000048,Healthier Lancashire and South Cumbria,TLD47,Chorley and West Lancashire,TLD4,Lancashire,TLD,North West (England),73,18.822780821917807,13.556,6.164383561643836,151,5
E07000128,Wyre,E54000048,Healthier Lancashire and South Cumbria,TLD44,Lancaster and Wyre,TLD4,Lancashire,TLD,North West (England),69,22.13468115942029,15.58,5.579710144927537,108,4
E07000129,Blaby,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),60,10.924683333333334,10.415,7.716666666666667,273,9
E07000130,Charnwood,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),99,13.339868686868687,10.88,7.202020202020202,232,8
E07000131,Harborough,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),47,8.06731914893617,7.257,8.553191489361701,302,10
E07000132,Hinckley and Bosworth,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),66,13.518257575757575,11.291,7.090909090909091,230,8
E07000133,Melton,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),30,12.558766666666667,11.247499999999999,7.4,245,8
E07000134,North West Leicestershire,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),58,14.761672413793104,12.8125,6.758620689655173,210,7
E07000135,Oadby and Wigston,E54000015,"Leicester, Leicestershire and Rutland",TLF22,Leicestershire CC and Rutland,TLF2,"Leicestershire, Rutland and Northamptonshire",TLF,East Midlands (England),36,13.147611111111111,9.8605,7.222222222222222,237,8
E07000136,Boston,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),36,22.851916666666668,23.8355,4.638888888888889,101,4
E07000137,East Lindsey,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),81,29.65964197530864,26.967,3.8395061728395063,42,2
E07000138,Lincoln,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),57,27.388859649122807,24.583,4.333333333333334,55,2
E07000139,North Kesteven,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),64,11.661015625,9.318999999999999,7.515625,264,9
E07000140,South Holland,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),49,18.023897959183675,17.415,5.673469387755102,159,6
E07000141,South Kesteven,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),81,13.31706172839506,11.281,7.209876543209877,233,8
E07000142,West Lindsey,E54000013,Lincolnshire,TLF30,Lincolnshire CC,TLF3,Lincolnshire,TLF,East Midlands (England),52,20.901461538461536,16.6675,5.692307692307692,127,5
E07000143,Breckland,E54000022,Norfolk and Waveney Health and Care Partnership,TLH17,Breckland and South Norfolk,TLH1,East Anglia,TLH,East,78,19.617294871794872,17.9665,5.346153846153846,141,5
E07000144,Broadland,E54000022,Norfolk and Waveney Health and Care Partnership,TLH15,Norwich and East Norfolk,TLH1,East Anglia,TLH,East,84,11.767738095238094,10.742,7.476190476190476,262,9
E07000145,Great Yarmouth,E54000022,Norfolk and Waveney Health and Care Partnership,TLH15,Norwich and East Norfolk,TLH1,East Anglia,TLH,East,61,32.357245901639345,27.43,3.6721311475409832,22,1
E07000146,King's Lynn and West Norfolk,E54000022,Norfolk and Waveney Health and Care Partnership,TLH16,North and West Norfolk,TLH1,East Anglia,TLH,East,89,23.630966292134833,21.467,4.584269662921349,92,3
E07000147,North Norfolk,E54000022,Norfolk and Waveney Health and Care Partnership,TLH16,North and West Norfolk,TLH1,East Anglia,TLH,East,62,21.10751612903226,20.826999999999998,4.806451612903226,124,4
E07000148,Norwich,E54000022,Norfolk and Waveney Health and Care Partnership,TLH15,Norwich and East Norfolk,TLH1,East Anglia,TLH,East,83,28.08330120481928,26.494,4.156626506024097,47,2
E07000149,South Norfolk,E54000022,Norfolk and Waveney Health and Care Partnership,TLH17,Breckland and South Norfolk,TLH1,East Anglia,TLH,East,81,13.63474074074074,12.823,6.925925925925926,226,8
E07000163,Craven,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,32,13.18478125,13.005500000000001,7.0625,235,8
E07000164,Hambleton,E54000051,"Humber, Coast and Vale",TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,52,11.906230769230769,11.349499999999999,7.461538461538462,259,9
E07000165,Harrogate,E54000051,"Humber, Coast and Vale",TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,104,10.756365384615385,10.6355,7.836538461538462,275,9
E07000166,Richmondshire,E54000051,"Humber, Coast and Vale",TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,34,12.312411764705882,11.9845,7.352941176470588,248,8
E07000167,Ryedale,E54000051,"Humber, Coast and Vale",TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,30,15.708966666666667,16.680500000000002,6.166666666666667,197,7
E07000168,Scarborough,E54000051,"Humber, Coast and Vale",TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,71,26.126422535211265,21.923,4.47887323943662,69,3
E07000169,Selby,E54000051,"Humber, Coast and Vale",TLE22,North Yorkshire CC,TLE2,North Yorkshire,TLE,Yorkshire and The Humber,50,12.67568,9.8635,7.3,241,8
E07000170,Ashfield,E54000014,Nottingham and Nottinghamshire Health and Care,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),74,26.502513513513513,23.5715,4.283783783783784,66,3
E07000171,Bassetlaw,E54000009,South Yorkshire and Bassetlaw,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),70,23.015585714285713,19.715,4.928571428571428,97,4
E07000172,Broxtowe,E54000014,Nottingham and Nottinghamshire Health and Care,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),71,14.454845070422534,12.262,6.887323943661972,214,7
E07000173,Gedling,E54000014,Nottingham and Nottinghamshire Health and Care,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),77,14.96748051948052,12.51,6.688311688311688,205,7
E07000174,Mansfield,E54000014,Nottingham and Nottinghamshire Health and Care,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),67,28.431044776119403,28.457,4.164179104477612,46,2
E07000175,Newark and Sherwood,E54000014,Nottingham and Nottinghamshire Health and Care,TLF15,North Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),70,19.02904285714286,16.1545,5.7714285714285705,146,5
E07000176,Rushcliffe,E54000014,Nottingham and Nottinghamshire Health and Care,TLF16,South Nottinghamshire,TLF1,Derbyshire and Nottinghamshire,TLF,East Midlands (England),68,7.288176470588235,5.923,8.823529411764707,307,10
E07000177,Cherwell,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),93,14.474225806451612,12.88,6.860215053763441,213,7
E07000178,Oxford,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),83,16.98675903614458,14.704,6.289156626506024,175,6
E07000179,South Oxfordshire,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),89,8.328674157303372,7.093,8.50561797752809,301,10
E07000180,Vale of White Horse,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),76,8.38275,7.7925,8.56578947368421,298,10
E07000181,West Oxfordshire,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",TLJ14,Oxfordshire CC,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ,South East (England),66,8.76909090909091,7.262,8.469696969696969,293,10
E07000187,Mendip,E54000038,Somerset,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),66,16.72507575757576,16.072,6.045454545454545,180,6
E07000188,Sedgemoor,E54000038,Somerset,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),70,21.458357142857142,18.073500000000003,5.314285714285715,120,4
E07000189,South Somerset,E54000038,Somerset,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),103,17.401912621359223,16.7,5.922330097087379,170,6
E07000192,Cannock Chase,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),60,20.88928333333333,18.9955,5.2333333333333325,128,5
E07000193,East Staffordshire,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),72,18.521930555555556,15.126,5.916666666666666,154,5
E07000194,Lichfield,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),58,12.668620689655173,10.907499999999999,7.293103448275862,243,8
E07000195,Newcastle-under-Lyme,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),80,19.1869125,15.4995,5.6875,143,5
E07000196,South Staffordshire,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),68,13.198617647058825,11.657499999999999,7.088235294117648,234,8
E07000197,Stafford,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),80,13.542349999999999,11.1485,7.075,229,8
E07000198,Staffordshire Moorlands,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),59,15.205966101694916,12.229,6.593220338983051,204,7
E07000199,Tamworth,E54000010,Staffordshire and Stoke on Trent,TLG24,Staffordshire CC,TLG2,Shropshire and Staffordshire,TLG,West Midlands (England),51,20.981333333333335,17.768,5.372549019607844,125,5
E07000200,Babergh,E54000023,Suffolk and North East Essex,TLH14,Suffolk CC,TLH1,East Anglia,TLH,East,54,14.442555555555556,12.886,6.685185185185186,215,7
E07000202,Ipswich,E54000023,Suffolk and North East Essex,TLH14,Suffolk CC,TLH1,East Anglia,TLH,East,85,25.70414117647059,22.496,4.51764705882353,72,3
E07000203,Mid Suffolk,E54000023,Suffolk and North East Essex,TLH14,Suffolk CC,TLH1,East Anglia,TLH,East,56,13.388214285714286,13.304,7.071428571428571,231,8
E07000207,Elmbridge,E54000052,Surrey Heartlands Health and Care Partnership,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),81,8.006716049382716,5.827,8.703703703703704,303,10
E07000208,Epsom and Ewell,E54000052,Surrey Heartlands Health and Care Partnership,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),44,8.441204545454546,5.868,8.704545454545455,297,10
E07000209,Guildford,E54000052,Surrey Heartlands Health and Care Partnership,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),84,9.723202380952381,7.925,8.19047619047619,286,10
E07000210,Mole Valley,E54000052,Surrey Heartlands Health and Care Partnership,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),54,9.139111111111111,7.3215,8.296296296296296,291,10
E07000211,Reigate and Banstead,E54000052,Surrey Heartlands Health and Care Partnership,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),86,11.379139534883722,9.0915,7.732558139534884,269,9
E07000212,Runnymede,E54000052,Surrey Heartlands Health and Care Partnership,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),52,12.262173076923077,10.9845,7.307692307692308,249,9
E07000213,Spelthorne,E54000052,Surrey Heartlands Health and Care Partnership,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),60,14.863,13.61,6.6,206,7
E07000214,Surrey Heath,E54000034,Frimley Health and Care ICS,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),55,7.960890909090909,6.338,8.690909090909091,304,10
E07000215,Tandridge,E54000052,Surrey Heartlands Health and Care Partnership,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),50,12.059619999999999,10.221,7.38,254,9
E07000216,Waverley,E54000052,Surrey Heartlands Health and Care Partnership,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),82,7.616134146341463,6.413,8.71951219512195,306,10
E07000217,Woking,E54000052,Surrey Heartlands Health and Care Partnership,TLJ25,West Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),61,10.565262295081967,7.943,7.918032786885246,276,9
E07000218,North Warwickshire,E54000018,Coventry and Warwickshire,TLG13,Warwickshire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),38,17.993052631578948,15.514,5.789473684210526,161,6
E07000219,Nuneaton and Bedworth,E54000018,Coventry and Warwickshire,TLG13,Warwickshire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),81,22.882703703703704,22.394,4.962962962962964,100,4
E07000220,Rugby,E54000018,Coventry and Warwickshire,TLG13,Warwickshire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),61,13.907311475409836,12.234,6.934426229508196,224,8
E07000221,Stratford-on-Avon,E54000018,Coventry and Warwickshire,TLG13,Warwickshire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),73,11.747397260273972,11.153,7.410958904109589,263,9
E07000222,Warwick,E54000018,Coventry and Warwickshire,TLG13,Warwickshire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),86,12.065558139534884,9.9635,7.476744186046512,252,9
E07000223,Adur,E54000053,Sussex Health and Care Partnership,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),42,17.709357142857144,15.1755,5.904761904761905,167,6
E07000224,Arun,E54000053,Sussex Health and Care Partnership,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),94,18.653734042553193,15.836500000000001,5.75531914893617,152,5
E07000225,Chichester,E54000053,Sussex Health and Care Partnership,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),71,14.137478873239436,13.717,6.732394366197183,219,8
E07000226,Crawley,E54000053,Sussex Health and Care Partnership,TLJ28,West Sussex (North East),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),66,19.03369696969697,20.5445,5.5,145,5
E07000227,Horsham,E54000053,Sussex Health and Care Partnership,TLJ28,West Sussex (North East),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),81,9.571308641975309,8.615,8.148148148148149,288,10
E07000228,Mid Sussex,E54000053,Sussex Health and Care Partnership,TLJ28,West Sussex (North East),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),86,7.737162790697674,6.333500000000001,8.767441860465116,305,10
E07000229,Worthing,E54000053,Sussex Health and Care Partnership,TLJ27,West Sussex (South West),TLJ2,"Surrey, East and West Sussex",TLJ,South East (England),65,16.768292307692306,15.969,6.292307692307693,179,6
E07000234,Bromsgrove,E54000019,Herefordshire and Worcestershire,TLG12,Worcestershire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),58,11.624172413793104,9.121500000000001,7.637931034482759,265,9
E07000235,Malvern Hills,E54000019,Herefordshire and Worcestershire,TLG12,Worcestershire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),45,16.122622222222223,14.548,6.377777777777778,186,6
E07000236,Redditch,E54000019,Herefordshire and Worcestershire,TLG12,Worcestershire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),55,22.390454545454546,19.5,5.2727272727272725,105,4
E07000237,Worcester,E54000019,Herefordshire and Worcestershire,TLG12,Worcestershire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),63,21.261714285714284,15.95,5.7936507936507935,123,4
E07000238,Wychavon,E54000019,Herefordshire and Worcestershire,TLG12,Worcestershire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),78,15.687166666666666,14.3505,6.461538461538462,198,7
E07000239,Wyre Forest,E54000019,Herefordshire and Worcestershire,TLG12,Worcestershire CC,TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG,West Midlands (England),65,21.4184,17.768,5.353846153846154,121,4
E07000240,St Albans,E54000025,Hertfordshire and West Essex,TLH23,Hertfordshire CC,TLH2,Bedfordshire and Hertfordshire,TLH,East,87,8.335448275862069,6.461,8.505747126436782,300,10
E07000241,Welwyn Hatfield,E54000025,Hertfordshire and West Essex,TLH23,Hertfordshire CC,TLH2,Bedfordshire and Hertfordshire,TLH,East,67,13.99989552238806,13.586,6.835820895522388,222,8
E07000242,East Hertfordshire,E54000025,Hertfordshire and West Essex,TLH23,Hertfordshire CC,TLH2,Bedfordshire and Hertfordshire,TLH,East,84,8.353107142857143,7.3885000000000005,8.55952380952381,299,10
E07000243,Stevenage,E54000025,Hertfordshire and West Essex,TLH23,Hertfordshire CC,TLH2,Bedfordshire and Hertfordshire,TLH,East,52,19.67153846153846,18.822,5.230769230769231,140,5
E07000244,East Suffolk,E54000022,Norfolk and Waveney Health and Care Partnership,TLH14,Suffolk CC,TLH1,East Anglia,TLH,East,146,20.119979452054793,17.797,5.7465753424657535,134,5
E07000245,West Suffolk,E54000023,Suffolk and North East Essex,TLH14,Suffolk CC,TLH1,East Anglia,TLH,East,100,16.08437,15.417,6.25,188,7
E07000246,Somerset West and Taunton,E54000038,Somerset,TLK23,Somerset CC,TLK2,Dorset and Somerset,TLK,South West (England),88,19.516931818181817,17.886,5.545454545454545,142,5
E08000001,Bolton,E54000007,Greater Manchester Health and Social Care Partnership,TLD36,Greater Manchester North West,TLD3,Greater Manchester,TLD,North West (England),177,30.147468926553675,29.677,4.209039548022596,35,2
E08000002,Bury,E54000007,Greater Manchester Health and Social Care Partnership,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England),120,23.250383333333332,18.017000000000003,5.216666666666665,96,4
E08000003,Manchester,E54000007,Greater Manchester Health and Social Care Partnership,TLD33,Manchester,TLD3,Greater Manchester,TLD,North West (England),282,39.9870390070922,40.0245,2.542553191489362,6,1
E08000004,Oldham,E54000007,Greater Manchester Health and Social Care Partnership,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England),141,32.287078014184395,30.48,3.8439716312056738,23,1
E08000005,Rochdale,E54000007,Greater Manchester Health and Social Care Partnership,TLD37,Greater Manchester North East,TLD3,Greater Manchester,TLD,North West (England),134,33.30633582089553,30.694000000000003,3.5447761194029845,18,1
E08000006,Salford,E54000007,Greater Manchester Health and Social Care Partnership,TLD34,Greater Manchester South West,TLD3,Greater Manchester,TLD,North West (England),150,33.998,31.0815,3.533333333333334,15,1
E08000007,Stockport,E54000007,Greater Manchester Health and Social Care Partnership,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England),190,20.294915789473684,15.0445,5.921052631578948,133,5
E08000008,Tameside,E54000007,Greater Manchester Health and Social Care Partnership,TLD35,Greater Manchester South East,TLD3,Greater Manchester,TLD,North West (England),141,30.816893617021275,28.308,3.638297872340426,30,1
E08000009,Trafford,E54000007,Greater Manchester Health and Social Care Partnership,TLD34,Greater Manchester South West,TLD3,Greater Manchester,TLD,North West (England),138,15.912528985507247,11.308,6.77536231884058,190,7
E08000010,Wigan,E54000007,Greater Manchester Health and Social Care Partnership,TLD36,Greater Manchester North West,TLD3,Greater Manchester,TLD,North West (England),200,25.528415,21.447499999999998,4.885000000000001,74,3
E08000011,Knowsley,E54000008,Cheshire and Merseyside,TLD71,East Merseyside,TLD7,Merseyside,TLD,North West (England),98,43.5624387755102,41.180499999999995,2.561224489795918,2,1
E08000012,Liverpool,E54000008,Cheshire and Merseyside,TLD72,Liverpool,TLD7,Merseyside,TLD,North West (England),298,42.517922818791945,43.0965,2.751677852348994,3,1
E08000013,St. Helens,E54000008,Cheshire and Merseyside,TLD71,East Merseyside,TLD7,Merseyside,TLD,North West (England),119,31.513142857142856,27.301,3.957983193277311,28,1
E08000014,Sefton,E54000008,Cheshire and Merseyside,TLD73,Sefton,TLD7,Merseyside,TLD,North West (England),189,27.28136507936508,19.993,4.761904761904761,57,2
E08000015,Wirral,E54000008,Cheshire and Merseyside,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England),206,29.433213592233013,22.03,4.635922330097086,43,2
E08000016,Barnsley,E54000009,South Yorkshire and Bassetlaw,TLE31,"Barnsley, Doncaster and Rotherham",TLE3,South Yorkshire,TLE,Yorkshire and The Humber,147,30.060891156462585,28.362,3.8231292517006805,37,2
E08000017,Doncaster,E54000009,South Yorkshire and Bassetlaw,TLE31,"Barnsley, Doncaster and Rotherham",TLE3,South Yorkshire,TLE,Yorkshire and The Humber,194,30.098355670103093,28.246000000000002,3.9536082474226815,36,2
E08000018,Rotherham,E54000009,South Yorkshire and Bassetlaw,TLE31,"Barnsley, Doncaster and Rotherham",TLE3,South Yorkshire,TLE,Yorkshire and The Humber,167,29.347473053892216,25.737,4.1497005988023945,44,2
E08000019,Sheffield,E54000009,South Yorkshire and Bassetlaw,TLE32,Sheffield,TLE3,South Yorkshire,TLE,Yorkshire and The Humber,345,26.953753623188405,20.519,4.837681159420289,61,2
E08000021,Newcastle upon Tyne,E54000050,Cumbria and North East,TLC22,Tyneside,TLC2,"Northumberland, and Tyne and Wear",TLC,North East (England),175,29.84830285714286,24.849,4.525714285714285,39,2
E08000022,North Tyneside,E54000050,Cumbria and North East,TLC22,Tyneside,TLC2,"Northumberland, and Tyne and Wear",TLC,North East (England),131,22.113351145038166,20.513,5.450381679389313,109,4
E08000023,South Tyneside,E54000050,Cumbria and North East,TLC22,Tyneside,TLC2,"Northumberland, and Tyne and Wear",TLC,North East (England),102,31.538480392156863,30.9645,3.6470588235294117,26,1
E08000024,Sunderland,E54000050,Cumbria and North East,TLC23,Sunderland,TLC2,"Northumberland, and Tyne and Wear",TLC,North East (England),185,30.635486486486485,28.489,3.827027027027026,32,2
E08000025,Birmingham,E54000017,Birmingham and Solihull,TLG31,Birmingham,TLG3,West Midlands,TLG,West Midlands (England),639,37.608262910798125,38.311,2.8904538341158053,7,1
E08000026,Coventry,E54000018,Coventry and Warwickshire,TLG33,Coventry,TLG3,West Midlands,TLG,West Midlands (England),195,25.352876923076924,21.487,4.692307692307692,76,3
E08000027,Dudley,E54000016,The Black Country and West Birmingham,TLG36,Dudley,TLG3,West Midlands,TLG,West Midlands (England),201,23.290910447761195,21.27,5.079601990049751,95,4
E08000028,Sandwell,E54000016,The Black Country and West Birmingham,TLG37,Sandwell,TLG3,West Midlands,TLG,West Midlands (England),186,34.87560752688172,34.9745,2.811827956989247,11,1
E08000029,Solihull,E54000017,Birmingham and Solihull,TLG32,Solihull,TLG3,West Midlands,TLG,West Midlands (England),134,17.75452985074627,11.7385,6.567164179104476,166,6
E08000030,Walsall,E54000016,The Black Country and West Birmingham,TLG38,Walsall,TLG3,West Midlands,TLG,West Midlands (England),167,30.708137724550898,32.755,3.832335329341317,31,1
E08000031,Wolverhampton,E54000016,The Black Country and West Birmingham,TLG39,Wolverhampton,TLG3,West Midlands,TLG,West Midlands (England),158,31.516037974683545,33.053,3.5379746835443027,27,1
E08000032,Bradford,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),TLE41,Bradford,TLE4,West Yorkshire,TLE,Yorkshire and The Humber,310,33.88911935483871,32.0865,3.629032258064517,16,1
E08000033,Calderdale,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),TLE44,Calderdale and Kirklees,TLE4,West Yorkshire,TLE,Yorkshire and The Humber,128,26.73428125,22.419,4.4765625,65,3
E08000034,Kirklees,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),TLE44,Calderdale and Kirklees,TLE4,West Yorkshire,TLE,Yorkshire and The Humber,259,24.868088803088803,22.001,4.7142857142857135,86,3
E08000035,Leeds,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),TLE42,Leeds,TLE4,West Yorkshire,TLE,Yorkshire and The Humber,482,27.243360995850622,20.0255,4.796680497925312,59,2
E08000036,Wakefield,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),TLE45,Wakefield,TLE4,West Yorkshire,TLE,Yorkshire and The Humber,209,27.23937320574163,24.776,4.334928229665072,60,2
E08000037,Gateshead,E54000050,Cumbria and North East,TLC22,Tyneside,TLC2,"Northumberland, and Tyne and Wear",TLC,North East (England),126,28.03184126984127,27.1035,4.253968253968255,48,2
