lsoa_code,urban_rural
E01009660,Urban
E01009661,Urban
E01009662,Urban
E01009663,Urban
E01009664,Urban
E01009665,Urban
E01009666,Urban
E01009667,Urban
E01009668,Urban
E01009669,Urban
E01009670,Urban
E01009671,Urban
E01009672,Urban
E01009674,Urban
E01009676,Urban
E01009679,Urban
E01009681,Urban
E01009682,Urban
E01009683,Urban
E01009684,Urban
E01009685,Urban
E01009686,Urban
E01009687,Urban
E01009688,Urban
E01009689,Urban
E01009690,Urban
E01009691,Urban
E01009692,Urban
E01009693,Urban
E01009694,Urban
E01009695,Urban
E01009696,Urban
E01009697,Urban
E01009698,Urban
E01009699,Urban
E01009700,Urban
E01009701,Urban
E01009702,Urban
E01009703,Urban
E01009704,Urban
E01009705,Urban
E01009706,Urban
E01009707,Urban
E01009708,Urban
E01009709,Urban
E01009710,Urban
E01009711,Urban
E01009712,Urban
E01009713,Urban
E01009714,Urban
E01009715,Urban
E01009716,Urban
E01009717,Urban
E01009718,Urban
E01009719,Urban
E01009720,Urban
E01009721,Urban
E01009722,Urban
E01009723,Urban
E01009724,Urban
E01009725,Urban
E01009726,Urban
E01009727,Urban
E01009728,Urban
E01009729,Urban
E01009730,Urban
E01009731,Urban
E01009732,Urban
E01009733,Urban
E01009734,Urban
E01009735,Urban
E01009736,Urban
E01009737,Urban
E01009738,Urban
E01009739,Urban
E01009740,Urban
E01009741,Urban
E01009742,Urban
E01009743,Urban
E01009744,Urban
E01009745,Urban
E01009746,Urban
E01009747,Urban
E01009748,Urban
E01009749,Urban
E01009750,Urban
E01009751,Urban
E01009752,Urban
E01009753,Urban
E01009754,Urban
E01009756,Urban
E01009757,Urban
E01009758,Urban
E01009759,Urban
E01009760,Urban
E01009762,Urban
E01009763,Urban
E01009764,Urban
E01009765,Urban
E01009766,Urban
E01009767,Urban
E01009768,Urban
E01009769,Urban
E01009770,Urban
E01009771,Urban
E01009772,Urban
E01009773,Urban
E01009774,Urban
E01009775,Urban
E01009776,Urban
E01009777,Urban
E01009778,Urban
E01009779,Urban
E01009780,Urban
E01009781,Urban
E01009782,Urban
E01009783,Urban
E01009784,Urban
E01009785,Urban
E01009786,Urban
E01009787,Urban
E01009788,Urban
E01009789,Urban
E01009790,Urban
E01009791,Urban
E01009792,Urban
E01009793,Urban
E01009794,Urban
E01009795,Urban
E01009796,Urban
E01009797,Urban
E01009798,Urban
E01009799,Urban
E01009800,Urban
E01009801,Urban
E01009802,Urban
E01009803,Urban
E01009804,Urban
E01009805,Urban
E01009806,Urban
E01009807,Urban
E01009808,Urban
E01009809,Urban
E01009810,Urban
E01009811,Urban
E01009812,Urban
E01009813,Urban
E01009814,Urban
E01009815,Urban
E01009816,Urban
E01009817,Urban
E01009818,Urban
E01009819,Urban
E01009820,Urban
E01009821,Urban
E01009822,Urban
E01009823,Urban
E01009824,Urban
E01009825,Urban
E01009826,Urban
E01009827,Urban
E01009828,Urban
E01009829,Urban
E01009830,Urban
E01009831,Urban
E01009832,Urban
E01009833,Urban
E01009834,Urban
E01009835,Urban
E01009836,Urban
E01009837,Urban
E01009838,Urban
E01009839,Urban
E01009840,Urban
E01009841,Urban
E01009842,Urban
E01009843,Urban
E01009844,Urban
E01009845,Urban
E01009846,Urban
E01009847,Urban
E01009848,Urban
E01009849,Urban
E01009850,Urban
E01009851,Urban
E01009852,Urban
E01009853,Urban
E01009854,Urban
E01009855,Urban
E01009856,Urban
E01009857,Urban
E01009858,Urban
E01009859,Urban
E01009860,Urban
E01009861,Urban
E01009862,Urban
E01009863,Urban
E01009864,Urban
E01009865,Urban
E01009866,Urban
E01009867,Urban
E01009868,Urban
E01009869,Urban
E01009870,Urban
E01009871,Urban
E01009872,Urban
E01009873,Urban
E01009874,Urban
E01009875,Urban
E01009876,Urban
E01009877,Urban
E01009878,Urban
E01009879,Urban
E01009880,Urban
E01009881,Urban
E01009882,Urban
E01009883,Urban
E01009884,Urban
E01009885,Urban
E01009886,Urban
E01009887,Urban
E01009888,Urban
E01009889,Urban
E01009890,Urban
E01009891,Urban
E01009892,Urban
E01009893,Urban
E01009894,Urban
E01009895,Urban
E01009896,Urban
E01009897,Urban
E01009898,Urban
E01009899,Urban
E01009900,Urban
E01009901,Urban
E01009902,Urban
E01009903,Urban
E01009904,Urban
E01009905,Urban
E01009906,Urban
E01009907,Urban
E01009908,Urban
E01009909,Urban
E01009910,Urban
E01009911,Urban
E01009912,Urban
E01009913,Urban
E01009914,Urban
E01009915,Urban
E01009916,Urban
E01009917,Urban
E01009918,Urban
E01009919,Urban
E01009920,Urban
E01009921,Urban
E01009922,Urban
E01009923,Urban
E01009924,Urban
E01009925,Urban
E01009926,Urban
E01009927,Urban
E01009928,Urban
E01009929,Urban
E01009930,Urban
E01009931,Urban
E01009932,Urban
E01009933,Urban
E01009934,Urban
E01009935,Urban
E01009936,Urban
E01009937,Urban
E01009938,Urban
E01009939,Urban
E01009940,Urban
E01009941,Urban
E01009942,Urban
E01009943,Urban
E01009944,Urban
E01009946,Urban
E01009947,Urban
E01009948,Urban
E01009949,Urban
E01009950,Urban
E01009951,Urban
E01009952,Urban
E01009953,Urban
E01009954,Urban
E01009955,Urban
E01009956,Urban
E01009957,Urban
E01009958,Urban
E01009959,Urban
E01009960,Urban
E01009961,Urban
E01009962,Urban
E01009963,Urban
E01009964,Urban
E01009965,Urban
E01009966,Urban
E01009967,Urban
E01009968,Urban
E01009969,Urban
E01009970,Urban
E01009971,Urban
E01009972,Urban
E01009973,Urban
E01009974,Urban
E01009975,Urban
E01009976,Urban
E01009977,Urban
E01009978,Urban
E01009979,Urban
E01009980,Urban
E01009981,Urban
E01009982,Urban
E01009983,Urban
E01009985,Urban
E01009986,Urban
E01009987,Urban
E01009988,Urban
E01009989,Urban
E01009991,Urban
E01009992,Urban
E01009993,Urban
E01009994,Urban
E01009995,Urban
E01009996,Urban
E01009997,Urban
E01009998,Urban
E01009999,Urban
E01010000,Urban
E01010001,Urban
E01010002,Urban
E01010003,Urban
E01010004,Urban
E01010005,Urban
E01010006,Urban
E01010007,Urban
E01010008,Urban
E01010009,Urban
E01010010,Urban
E01010011,Urban
E01010012,Urban
E01010013,Urban
E01010014,Urban
E01010015,Urban
E01010016,Urban
E01010017,Urban
E01010018,Urban
E01010019,Urban
E01010020,Urban
E01010021,Urban
E01010022,Urban
E01010023,Urban
E01010024,Urban
E01010025,Urban
E01010026,Urban
E01010027,Urban
E01010028,Urban
E01010029,Urban
E01010030,Urban
E01010031,Urban
E01010032,Urban
E01010033,Urban
E01010034,Urban
E01010035,Urban
E01010036,Urban
E01010037,Urban
E01010038,Urban
E01010039,Urban
E01010040,Urban
E01010041,Urban
E01010042,Urban
E01010043,Urban
E01010044,Urban
E01010045,Urban
E01010046,Urban
E01010047,Urban
E01010048,Urban
E01010049,Urban
E01010050,Urban
E01010051,Urban
E01010052,Urban
E01010053,Urban
E01010054,Urban
E01010055,Urban
E01010056,Urban
E01010057,Urban
E01010058,Urban
E01010059,Urban
E01010060,Urban
E01010061,Urban
E01010062,Urban
E01010063,Urban
E01010064,Urban
E01010065,Urban
E01010066,Urban
E01010067,Urban
E01010068,Urban
E01010069,Urban
E01010070,Urban
E01010071,Urban
E01010072,Urban
E01010073,Urban
E01010074,Urban
E01010075,Urban
E01010076,Urban
E01010077,Urban
E01010078,Urban
E01010079,Urban
E01010080,Urban
E01010081,Urban
E01010082,Urban
E01010083,Urban
E01010084,Urban
E01010085,Urban
E01010086,Urban
E01010087,Urban
E01010088,Urban
E01010089,Urban
E01010090,Urban
E01010091,Urban
E01010092,Urban
E01010093,Urban
E01010094,Urban
E01010095,Urban
E01010096,Urban
E01010097,Urban
E01010098,Urban
E01010099,Urban
E01010100,Urban
E01010101,Urban
E01010102,Urban
E01010103,Urban
E01010104,Urban
E01010105,Urban
E01010106,Urban
E01010107,Urban
E01010108,Urban
E01010109,Urban
E01010110,Urban
E01010111,Urban
E01010112,Urban
E01010113,Urban
E01010114,Urban
E01010115,Urban
E01010116,Urban
E01010117,Urban
E01010118,Urban
E01010119,Urban
E01010120,Urban
E01010121,Urban
E01010122,Urban
E01010123,Urban
E01010124,Urban
E01010125,Urban
E01010126,Urban
E01010127,Urban
E01010128,Urban
E01010129,Urban
E01010130,Urban
E01010131,Urban
E01010132,Urban
E01010133,Urban
E01010134,Urban
E01010135,Urban
E01010136,Urban
E01010137,Urban
E01010138,Urban
E01010139,Urban
E01010140,Urban
E01010141,Urban
E01010142,Urban
E01010143,Urban
E01010144,Urban
E01010145,Urban
E01010146,Urban
E01010147,Urban
E01010148,Urban
E01010149,Urban
E01010150,Urban
E01010151,Urban
E01010152,Urban
E01010153,Urban
E01010154,Urban
E01010155,Urban
E01010156,Urban
E01010157,Urban
E01010158,Urban
E01010159,Urban
E01010160,Urban
E01010161,Urban
E01010162,Urban
E01010163,Urban
E01010164,Rural
E01010165,Rural
E01010166,Rural
E01010167,Rural
E01010168,Rural
E01010169,Rural
E01010170,Rural
E01010171,Rural
E01010172,Urban
E01010173,Urban
E01010174,Urban
E01010175,Urban
E01010176,Urban
E01010177,Urban
E01010178,Urban
E01010179,Urban
E01010180,Urban
E01010181,Rural
E01010183,Urban
E01010184,Urban
E01010185,Urban
E01010186,Urban
E01010187,Urban
E01010188,Urban
E01010189,Rural
E01010190,Urban
E01010191,Urban
E01010192,Urban
E01010193,Urban
E01010194,Urban
E01010195,Urban
E01010196,Urban
E01010197,Urban
E01010198,Urban
E01010199,Urban
E01010200,Urban
E01010201,Urban
E01010202,Urban
E01010203,Urban
E01010204,Urban
E01010205,Urban
E01010206,Urban
E01010207,Urban
E01010208,Urban
E01010209,Urban
E01010210,Urban
E01010211,Urban
E01010212,Urban
E01010213,Urban
E01010214,Urban
E01010215,Urban
E01010216,Urban
E01010217,Urban
E01010218,Urban
E01010219,Urban
E01010220,Urban
E01010221,Urban
E01010222,Urban
E01010223,Urban
E01010225,Urban
E01010226,Urban
E01010227,Urban
E01010228,Urban
E01010229,Urban
E01010230,Urban
E01010231,Urban
E01010232,Urban
E01010233,Urban
E01010234,Urban
E01010235,Urban
E01010236,Urban
E01010237,Urban
E01010238,Urban
E01010239,Urban
E01010240,Urban
E01010241,Urban
E01010242,Urban
E01010243,Urban
E01010244,Urban
E01010245,Urban
E01010246,Urban
E01010247,Urban
E01010248,Urban
E01010249,Urban
E01010250,Urban
E01010251,Urban
E01010252,Urban
E01010253,Urban
E01010254,Urban
E01010255,Urban
E01010256,Urban
E01010257,Urban
E01010258,Urban
E01010259,Urban
E01010260,Urban
E01010261,Urban
E01010262,Urban
E01010263,Urban
E01010264,Urban
E01010265,Urban
E01010266,Urban
E01010267,Urban
E01010268,Urban
E01010269,Urban
E01010270,Urban
E01010271,Urban
E01010272,Urban
E01010273,Urban
E01010274,Urban
E01010275,Urban
E01010277,Urban
E01010279,Urban
E01010282,Urban
E01010283,Urban
E01010284,Urban
E01010285,Urban
E01010286,Urban
E01010287,Urban
E01010288,Urban
E01010289,Urban
E01010290,Urban
E01010291,Urban
E01010292,Urban
E01010293,Urban
E01010294,Urban
E01010295,Urban
E01010296,Urban
E01010297,Urban
E01010298,Urban
E01010299,Urban
E01010300,Urban
E01010301,Rural
E01010302,Urban
E01010303,Urban
E01010304,Urban
E01010305,Urban
E01010306,Urban
E01010307,Urban
E01010308,Urban
E01010309,Urban
E01010310,Urban
E01010311,Urban
E01010312,Urban
E01010313,Urban
E01010314,Urban
E01010315,Urban
E01010316,Urban
E01010317,Urban
E01010318,Urban
E01010319,Urban
E01010320,Urban
E01010321,Urban
E01010322,Urban
E01010323,Urban
E01010324,Urban
E01010325,Urban
E01010326,Urban
E01010327,Urban
E01010328,Urban
E01010329,Urban
E01010330,Urban
E01010331,Urban
E01010332,Urban
E01010333,Urban
E01010334,Urban
E01010335,Urban
E01010336,Urban
E01010337,Urban
E01010338,Urban
E01010339,Urban
E01010340,Urban
E01010341,Urban
E01010342,Urban
E01010343,Urban
E01010344,Urban
E01010345,Urban
E01010346,Urban
E01010347,Urban
E01010348,Urban
E01010349,Urban
E01010350,Urban
E01010351,Urban
E01010352,Urban
E01010353,Urban
E01010354,Urban
E01010355,Urban
E01010356,Urban
E01010357,Urban
E01010358,Urban
E01010359,Urban
E01010360,Urban
E01010361,Urban
E01010362,Urban
E01010363,Urban
E01010364,Urban
E01010365,Urban
E01010366,Urban
E01010367,Urban
E01010368,Urban
E01010369,Urban
E01010370,Urban
E01010371,Urban
E01010372,Urban
E01010373,Urban
E01010374,Urban
E01010375,Urban
E01010376,Urban
E01010377,Urban
E01010378,Urban
E01010379,Urban
E01010380,Urban
E01010381,Urban
E01010382,Urban
E01010383,Urban
E01010384,Urban
E01010385,Urban
E01010386,Urban
E01010387,Urban
E01010388,Urban
E01010389,Urban
E01010390,Urban
E01010391,Urban
E01010392,Urban
E01010393,Urban
E01010394,Urban
E01010395,Urban
E01010396,Urban
E01010397,Urban
E01010398,Urban
E01010399,Urban
E01010400,Urban
E01010401,Urban
E01010402,Urban
E01010403,Urban
E01010404,Urban
E01010405,Urban
E01010406,Urban
E01010407,Urban
E01010408,Urban
E01010409,Urban
E01010410,Urban
E01010411,Urban
E01010412,Urban
E01010413,Urban
E01010414,Urban
E01010415,Urban
E01010416,Urban
E01010417,Urban
E01010418,Urban
E01010419,Urban
E01010420,Urban
E01010421,Urban
E01010422,Urban
E01010423,Urban
E01010424,Urban
E01010425,Urban
E01010426,Urban
E01010427,Urban
E01010428,Urban
E01010429,Urban
E01010430,Urban
E01010431,Urban
E01010432,Urban
E01010433,Urban
E01010434,Urban
E01010435,Urban
E01010436,Urban
E01010437,Urban
E01010438,Urban
E01010439,Urban
E01010440,Urban
E01010441,Urban
E01010442,Urban
E01010443,Urban
E01010444,Urban
E01010445,Urban
E01010446,Urban
E01010447,Urban
E01010448,Urban
E01010449,Urban
E01010450,Urban
E01010451,Urban
E01010452,Urban
E01010453,Urban
E01010454,Urban
E01010455,Urban
E01010456,Urban
E01010457,Urban
E01010458,Urban
E01010459,Urban
E01010460,Urban
E01010461,Urban
E01010462,Urban
E01010463,Urban
E01010464,Urban
E01010465,Urban
E01010466,Urban
E01010467,Urban
E01010468,Urban
E01010469,Urban
E01010470,Urban
E01010471,Urban
E01010472,Urban
E01010473,Urban
E01010474,Urban
E01010475,Urban
E01010476,Urban
E01010477,Urban
E01010478,Urban
E01010479,Urban
E01010480,Urban
E01010481,Urban
E01010482,Urban
E01010483,Urban
E01010484,Urban
E01010485,Urban
E01010486,Urban
E01010487,Urban
E01010488,Urban
E01010489,Urban
E01010490,Urban
E01010491,Urban
E01010492,Urban
E01010493,Urban
E01010494,Urban
E01010495,Urban
E01010496,Urban
E01010497,Urban
E01010498,Urban
E01010499,Urban
E01010500,Urban
E01010501,Urban
E01010502,Urban
E01010503,Urban
E01010504,Urban
E01010505,Urban
E01010506,Urban
E01010507,Urban
E01010508,Urban
E01010509,Urban
E01010510,Urban
E01010511,Urban
E01010512,Urban
E01010513,Urban
E01010514,Urban
E01010515,Urban
E01010516,Urban
E01010517,Urban
E01010518,Urban
E01010519,Urban
E01010520,Urban
E01010521,Urban
E01010522,Urban
E01010523,Urban
E01010524,Urban
E01010525,Urban
E01010526,Urban
E01010527,Urban
E01010528,Urban
E01010529,Urban
E01010530,Urban
E01010531,Urban
E01010532,Urban
E01010533,Urban
E01010534,Urban
E01010535,Urban
E01010536,Urban
E01010537,Urban
E01010538,Urban
E01010539,Urban
E01010540,Urban
E01010541,Urban
E01010542,Urban
E01010543,Urban
E01010544,Urban
E01010545,Urban
E01010546,Urban
E01010547,Urban
E01010548,Urban
E01010549,Urban
E01010550,Urban
E01010551,Urban
E01010552,Urban
E01010553,Urban
E01010554,Urban
E01010555,Urban
E01010556,Urban
E01010557,Urban
E01010558,Urban
E01010559,Urban
E01010560,Urban
E01010561,Urban
E01010562,Urban
E01010563,Urban
E01010564,Urban
E01010565,Urban
E01010566,Urban
E01010567,Urban
E01010568,Urban
E01010569,Urban
E01010570,Urban
E01010571,Urban
E01010572,Urban
E01010573,Urban
E01010574,Urban
E01010575,Urban
E01010576,Urban
E01010577,Urban
E01010578,Urban
E01010579,Urban
E01010580,Urban
E01010581,Urban
E01010582,Urban
E01010583,Urban
E01010584,Urban
E01010585,Urban
E01010586,Rural
E01010587,Rural
E01010588,Urban
E01010589,Rural
E01010590,Rural
E01010591,Urban
E01010592,Rural
E01010593,Rural
E01010594,Rural
E01010595,Rural
E01010596,Urban
E01010597,Urban
E01010598,Urban
E01010599,Urban
E01010600,Urban
E01010601,Urban
E01010602,Urban
E01010603,Urban
E01010604,Urban
E01010605,Urban
E01010606,Urban
E01010607,Urban
E01010608,Urban
E01010609,Urban
E01010610,Urban
E01010611,Urban
E01010612,Urban
E01010613,Urban
E01010614,Urban
E01010615,Urban
E01010616,Urban
E01010617,Urban
E01010618,Urban
E01010619,Urban
E01010620,Urban
E01010621,Urban
E01010622,Urban
E01010623,Urban
E01010624,Urban
E01010625,Urban
E01010626,Urban
E01010627,Urban
E01010628,Urban
E01010629,Urban
E01010630,Urban
E01010631,Urban
E01010632,Urban
E01010633,Urban
E01010634,Urban
E01010635,Urban
E01010636,Urban
E01010637,Urban
E01010638,Rural
E01010639,Rural
E01010640,Rural
E01010641,Rural
E01010642,Rural
E01010643,Urban
E01010644,Urban
E01010645,Urban
E01010646,Rural
E01010647,Rural
E01010648,Rural
E01010649,Urban
E01010650,Urban
E01010651,Urban
E01010652,Urban
E01010653,Urban
E01010654,Urban
E01010655,Urban
E01010656,Urban
E01010657,Urban
E01010658,Urban
E01010659,Urban
E01010662,Urban
E01010663,Urban
E01010664,Urban
E01010665,Urban
E01010666,Urban
E01010667,Urban
E01010668,Urban
E01010669,Urban
E01010670,Urban
E01010671,Urban
E01010672,Urban
E01010673,Urban
E01010674,Urban
E01010675,Urban
E01010676,Urban
E01010677,Urban
E01010678,Urban
E01010679,Urban
E01010680,Urban
E01010681,Urban
E01010682,Urban
E01010683,Urban
E01010684,Urban
E01010685,Urban
E01010686,Urban
E01010687,Urban
E01010688,Urban
E01010689,Urban
E01010690,Urban
E01010691,Urban
E01010692,Urban
E01010693,Urban
E01010694,Urban
E01010695,Urban
E01010696,Urban
E01010697,Urban
E01010698,Urban
E01010699,Urban
E01010700,Urban
E01010701,Urban
E01010702,Urban
E01010703,Urban
E01010704,Urban
E01010705,Urban
E01010706,Urban
E01010707,Urban
E01010708,Urban
E01010709,Urban
E01010710,Urban
E01010711,Urban
E01010712,Urban
E01010713,Urban
E01010714,Urban
E01010715,Urban
E01010716,Urban
E01010717,Urban
E01010718,Urban
E01010719,Urban
E01010720,Urban
E01010721,Urban
E01010722,Urban
E01010723,Urban
E01010724,Urban
E01010725,Urban
E01010726,Urban
E01010727,Urban
E01010728,Urban
E01010729,Urban
E01010730,Urban
E01010731,Urban
E01010732,Urban
E01010733,Urban
E01010734,Urban
E01010735,Urban
E01010736,Urban
E01010737,Urban
E01010738,Urban
E01010739,Urban
E01010740,Urban
E01010741,Urban
E01010742,Urban
E01010743,Urban
E01010744,Urban
E01010745,Urban
E01010746,Urban
E01010747,Urban
E01010748,Urban
E01010749,Urban
E01010750,Urban
E01010751,Urban
E01010752,Urban
E01010753,Urban
E01010754,Urban
E01010755,Urban
E01010756,Urban
E01010758,Urban
E01010759,Urban
E01010760,Urban
E01010761,Urban
E01010762,Urban
E01010763,Urban
E01010764,Urban
E01010765,Urban
E01010766,Urban
E01010767,Urban
E01010768,Urban
E01010769,Urban
E01010770,Urban
E01010771,Urban
E01010772,Urban
E01010773,Urban
E01010774,Urban
E01010775,Urban
E01010776,Urban
E01010777,Urban
E01010778,Urban
E01010779,Urban
E01010781,Urban
E01010782,Urban
E01010783,Urban
E01010784,Urban
E01010785,Urban
E01010786,Urban
E01010787,Urban
E01010788,Urban
E01010789,Urban
E01010790,Urban
E01010791,Urban
E01010792,Urban
E01010793,Urban
E01010794,Urban
E01010795,Urban
E01010796,Urban
E01010797,Urban
E01010798,Urban
E01010799,Urban
E01010800,Urban
E01010801,Urban
E01010802,Urban
E01010803,Urban
E01010804,Urban
E01010805,Urban
E01010806,Urban
E01010807,Urban
E01010808,Urban
E01010809,Urban
E01010810,Urban
E01010811,Urban
E01010812,Urban
E01010813,Urban
E01010814,Urban
E01010815,Urban
E01010816,Urban
E01010817,Urban
E01010818,Urban
E01010819,Urban
E01010820,Urban
E01010821,Urban
E01010822,Urban
E01010824,Urban
E01010825,Urban
E01010826,Urban
E01010827,Urban
E01010828,Urban
E01010829,Urban
E01010830,Urban
E01010831,Urban
E01010832,Urban
E01010833,Urban
E01010834,Urban
E01010835,Urban
E01010836,Urban
E01010837,Urban
E01010838,Urban
E01010839,Urban
E01010840,Urban
E01010841,Urban
E01010842,Urban
E01010843,Urban
E01010845,Urban
E01010846,Urban
E01010847,Urban
E01010848,Urban
E01010849,Urban
E01010850,Urban
E01010851,Urban
E01010852,Urban
E01010853,Urban
E01010854,Urban
E01010855,Urban
E01010856,Urban
E01010857,Rural
E01010858,Rural
E01010859,Urban
E01010860,Urban
E01010861,Urban
E01010862,Urban
E01010863,Urban
E01010864,Urban
E01010865,Urban
E01010866,Urban
E01010867,Urban
E01010868,Urban
E01010869,Urban
E01010870,Urban
E01010871,Urban
E01010872,Urban
E01010873,Urban
E01010874,Urban
E01010875,Urban
E01010876,Urban
E01010877,Urban
E01010878,Urban
E01010879,Urban
E01010880,Urban
E01010881,Rural
E01010882,Rural
E01010883,Rural
E01010884,Urban
E01010885,Urban
E01010886,Urban
E01010887,Rural
E01010888,Rural
E01010889,Urban
E01010890,Urban
E01010891,Urban
E01010892,Urban
E01010893,Urban
E01010894,Urban
E01010895,Urban
E01010896,Rural
E01010897,Rural
E01010898,Urban
E01010899,Urban
E01010900,Urban
E01010901,Urban
E01010902,Rural
E01010903,Urban
E01010904,Urban
E01010905,Urban
E01010906,Urban
E01010907,Urban
E01010908,Urban
E01010909,Urban
E01010910,Urban
E01010911,Urban
E01010912,Urban
E01010913,Urban
E01010914,Urban
E01010915,Urban
E01010916,Urban
E01010917,Rural
E01010918,Rural
E01010919,Rural
E01010920,Rural
E01010921,Rural
E01010922,Urban
E01010923,Rural
E01010924,Urban
E01010925,Urban
E01010926,Urban
E01010927,Urban
E01010928,Urban
E01010929,Urban
E01010930,Urban
E01010931,Urban
E01010932,Urban
E01010933,Urban
E01010934,Urban
E01010935,Urban
E01010936,Urban
E01010937,Urban
E01010938,Urban
E01010939,Urban
E01010940,Urban
E01010941,Urban
E01010942,Urban
E01010943,Urban
E01010944,Urban
E01010945,Urban
E01010946,Urban
E01010947,Urban
E01010948,Urban
E01010949,Urban
E01010950,Urban
E01010951,Urban
E01010952,Rural
E01010953,Rural
E01010954,Rural
E01010955,Rural
E01010956,Rural
E01010957,Rural
E01010958,Urban
E01010959,Urban
E01010960,Urban
E01010961,Urban
E01010964,Urban
E01010965,Urban
E01010966,Urban
E01010967,Urban
E01010968,Urban
E01010969,Urban
E01010970,Urban
E01010971,Urban
E01010972,Urban
E01010973,Urban
E01010974,Urban
E01010975,Urban
E01010976,Urban
E01010977,Urban
E01010978,Urban
E01010979,Urban
E01010980,Urban
E01010981,Urban
E01010982,Urban
E01010983,Urban
E01010984,Urban
E01010985,Urban
E01010986,Rural
E01010987,Urban
E01010988,Urban
E01010989,Urban
E01010990,Urban
E01010991,Urban
E01010992,Urban
E01010993,Urban
E01010994,Urban
E01010995,Urban
E01010996,Urban
E01010997,Urban
E01010998,Urban
E01010999,Urban
E01011000,Urban
E01011001,Urban
E01011002,Urban
E01011003,Urban
E01011004,Urban
E01011005,Urban
E01011006,Urban
E01011007,Urban
E01011008,Urban
E01011009,Urban
E01011010,Urban
E01011011,Urban
E01011012,Urban
E01011013,Urban
E01011014,Urban
E01011015,Urban
E01011016,Urban
E01011017,Urban
E01011018,Urban
E01011019,Urban
E01011020,Urban
E01011021,Urban
E01011022,Urban
E01011023,Urban
E01011024,Urban
E01011025,Urban
E01011026,Urban
E01011027,Urban
E01011028,Urban
E01011029,Urban
E01011030,Urban
E01011031,Urban
E01011032,Urban
E01011033,Urban
E01011034,Urban
E01011035,Urban
E01011036,Urban
E01011037,Urban
E01011038,Urban
E01011039,Urban
E01011040,Urban
E01011041,Urban
E01011042,Urban
E01011043,Urban
E01011044,Urban
E01011045,Urban
E01011046,Urban
E01011047,Urban
E01011048,Urban
E01011049,Urban
E01011050,Urban
E01011051,Urban
E01011052,Urban
E01011053,Urban
E01011054,Urban
E01011055,Urban
E01011056,Urban
E01011057,Urban
E01011058,Urban
E01011059,Urban
E01011060,Urban
E01011061,Urban
E01011062,Urban
E01011063,Urban
E01011064,Urban
E01011065,Urban
E01011066,Urban
E01011067,Urban
E01011068,Urban
E01011069,Urban
E01011070,Urban
E01011071,Urban
E01011072,Urban
E01011073,Urban
E01011074,Rural
E01011075,Rural
E01011076,Rural
E01011077,Urban
E01011078,Urban
E01011079,Urban
E01011080,Urban
E01011081,Urban
E01011082,Urban
E01011083,Urban
E01011084,Urban
E01011085,Urban
E01011086,Urban
E01011087,Urban
E01011088,Urban
E01011089,Urban
E01011090,Urban
E01011091,Urban
E01011092,Urban
E01011093,Urban
E01011094,Urban
E01011095,Urban
E01011096,Urban
E01011097,Urban
E01011098,Urban
E01011099,Urban
E01011100,Urban
E01011101,Urban
E01011102,Urban
E01011103,Urban
E01011104,Urban
E01011105,Urban
E01011106,Urban
E01011107,Urban
E01011108,Urban
E01011109,Rural
E01011110,Rural
E01011111,Rural
E01011112,Rural
E01011113,Rural
E01011114,Rural
E01011115,Rural
E01011116,Rural
E01011117,Rural
E01011118,Rural
E01011119,Rural
E01011120,Rural
E01011121,Urban
E01011122,Urban
E01011123,Urban
E01011124,Urban
E01011125,Urban
E01011126,Urban
E01011127,Urban
E01011128,Urban
E01011129,Urban
E01011130,Urban
E01011132,Urban
E01011133,Urban
E01011134,Urban
E01011136,Urban
E01011137,Urban
E01011138,Urban
E01011139,Urban
E01011140,Urban
E01011141,Urban
E01011142,Urban
E01011143,Urban
E01011144,Urban
E01011145,Urban
E01011146,Urban
E01011147,Urban
E01011148,Urban
E01011149,Urban
E01011150,Urban
E01011151,Urban
E01011152,Urban
E01011153,Urban
E01011154,Urban
E01011155,Urban
E01011156,Urban
E01011157,Urban
E01011158,Urban
E01011159,Urban
E01011160,Urban
E01011161,Urban
E01011162,Urban
E01011163,Urban
E01011164,Urban
E01011165,Urban
E01011166,Urban
E01011167,Urban
E01011168,Rural
E01011169,Urban
E01011170,Urban
E01011171,Urban
E01011172,Urban
E01011173,Urban
E01011174,Rural
E01011175,Rural
E01011176,Urban
E01011177,Rural
E01011178,Rural
E01011179,Urban
E01011180,Urban
E01011181,Urban
E01011182,Urban
E01011183,Rural
E01011184,Urban
E01011185,Urban
E01011186,Urban
E01011187,Urban
E01011188,Urban
E01011189,Urban
E01011190,Urban
E01011191,Urban
E01011192,Urban
E01011193,Rural
E01011194,Urban
E01011195,Rural
E01011196,Urban
E01011197,Urban
E01011198,Rural
E01011199,Rural
E01011200,Urban
E01011201,Urban
E01011202,Urban
E01011203,Urban
E01011204,Urban
E01011205,Urban
E01011206,Urban
E01011207,Urban
E01011208,Urban
E01011209,Urban
E01011210,Urban
E01011211,Urban
E01011212,Urban
E01011213,Urban
E01011214,Urban
E01011215,Urban
E01011216,Urban
E01011217,Urban
E01011218,Urban
E01011219,Urban
E01011220,Urban
E01011221,Urban
E01011222,Urban
E01011223,Urban
E01011224,Urban
E01011225,Urban
E01011226,Urban
E01011227,Urban
E01011228,Urban
E01011229,Urban
E01011230,Urban
E01011231,Urban
E01011232,Urban
E01011233,Urban
E01011234,Urban
E01011235,Urban
E01011236,Urban
E01011237,Urban
E01011238,Urban
E01011239,Urban
