lsoa_code,urban_rural
E01015131,Urban
E01015132,Urban
E01015133,Urban
E01015134,Urban
E01015135,Urban
E01015136,Urban
E01015137,Urban
E01015138,Urban
E01015139,Urban
E01015140,Urban
E01015141,Urban
E01015142,Urban
E01015143,Urban
E01015144,Urban
E01015145,Urban
E01015146,Urban
E01015147,Urban
E01015148,Urban
E01015149,Urban
E01015150,Urban
E01015151,Urban
E01015152,Urban
E01015153,Urban
E01015155,Urban
E01015156,Urban
E01015157,Urban
E01015158,Urban
E01015159,Urban
E01015160,Urban
E01015161,Urban
E01015162,Urban
E01015163,Urban
E01015164,Urban
E01015165,Urban
E01015166,Urban
E01015167,Urban
E01015168,Urban
E01015169,Urban
E01015170,Urban
E01015171,Urban
E01015172,Urban
E01015173,Urban
E01015174,Urban
E01015175,Urban
E01015176,Urban
E01015177,Urban
E01015178,Urban
E01015179,Urban
E01015180,Urban
E01015181,Urban
E01015182,Urban
E01015183,Urban
E01015184,Urban
E01015185,Urban
E01015186,Urban
E01015187,Urban
E01015188,Urban
E01015189,Urban
E01015190,Urban
E01015191,Urban
E01015192,Urban
E01015193,Urban
E01015194,Urban
E01015195,Urban
E01015196,Urban
E01015197,Urban
E01015198,Urban
E01015199,Urban
E01015200,Urban
E01015201,Urban
E01015202,Urban
E01015203,Urban
E01015204,Urban
E01015205,Urban
E01015206,Urban
E01015207,Urban
E01015208,Urban
E01015209,Urban
E01015210,Urban
E01015211,Urban
E01015212,Urban
E01015213,Urban
E01015214,Urban
E01015215,Urban
E01015216,Urban
E01015217,Urban
E01015218,Urban
E01015219,Urban
E01015220,Urban
E01015221,Urban
E01015222,Urban
E01015223,Urban
E01015224,Urban
E01015225,Urban
E01015226,Urban
E01015227,Urban
E01015228,Urban
E01015229,Urban
E01015230,Urban
E01015231,Urban
E01015232,Urban
E01015233,Urban
E01015234,Urban
E01015235,Urban
E01015236,Urban
E01015237,Urban
E01015238,Urban
E01015239,Urban
E01015240,Urban
E01015241,Urban
E01015242,Urban
E01015243,Urban
E01015244,Urban
E01015245,Urban
E01015246,Urban
E01015247,Urban
E01015248,Urban
E01015249,Urban
E01015250,Urban
E01015251,Urban
E01015252,Urban
E01015253,Urban
E01015254,Urban
E01015255,Urban
E01015256,Urban
E01015257,Urban
E01015258,Urban
E01015259,Urban
E01015260,Urban
E01015261,Urban
E01015262,Urban
E01015263,Urban
E01015264,Urban
E01015265,Urban
E01015266,Urban
E01015267,Urban
E01015268,Urban
E01015269,Urban
E01015270,Urban
E01015271,Urban
E01015272,Urban
E01015273,Urban
E01015274,Urban
E01015275,Urban
E01015276,Urban
E01015277,Urban
E01015279,Urban
E01015280,Urban
E01015281,Urban
E01015282,Urban
E01015283,Urban
E01015285,Urban
E01015286,Urban
E01015287,Urban
E01015288,Urban
E01015289,Urban
E01015290,Urban
E01015291,Urban
E01015292,Urban
E01015293,Urban
E01015294,Urban
E01015295,Urban
E01015296,Urban
E01015297,Urban
E01015298,Urban
E01015299,Urban
E01015300,Urban
E01015301,Urban
E01015302,Urban
E01015303,Urban
E01015304,Urban
E01015305,Urban
E01015306,Urban
E01015307,Urban
E01015308,Urban
E01015309,Urban
E01015310,Urban
E01015311,Urban
E01015312,Urban
E01015313,Urban
E01015314,Urban
E01015315,Urban
E01015316,Urban
E01015317,Urban
E01015318,Urban
E01015319,Urban
E01015320,Urban
E01015321,Urban
E01015322,Urban
E01015323,Urban
E01015324,Urban
E01015325,Urban
E01015326,Urban
E01015327,Urban
E01015328,Urban
E01015329,Urban
E01015330,Urban
E01015331,Urban
E01015332,Urban
E01015333,Urban
E01015334,Urban
E01015335,Urban
E01015336,Urban
E01015337,Urban
E01015338,Urban
E01015339,Urban
E01015340,Urban
E01015341,Urban
E01015342,Urban
E01015343,Urban
E01015344,Urban
E01015345,Urban
E01015346,Urban
E01015348,Urban
E01015349,Urban
E01015350,Urban
E01015351,Urban
E01015352,Urban
E01015353,Urban
E01015354,Urban
E01015355,Urban
E01015356,Urban
E01015357,Urban
E01015358,Urban
E01015359,Urban
E01015360,Urban
E01015361,Urban
E01015362,Urban
E01015363,Urban
E01015364,Urban
E01015365,Urban
E01015366,Urban
E01015367,Urban
E01015368,Urban
E01015369,Urban
E01015370,Urban
E01015371,Urban
E01015372,Urban
E01015373,Urban
E01015374,Urban
E01015375,Urban
E01015376,Urban
E01015377,Urban
E01015378,Urban
E01015379,Urban
E01015380,Urban
E01015381,Urban
E01015382,Urban
E01015383,Urban
E01015384,Urban
E01015385,Urban
E01015386,Urban
E01015387,Urban
E01015388,Urban
E01015389,Urban
E01015390,Urban
E01015391,Urban
E01015392,Urban
E01015393,Urban
E01015394,Urban
E01015395,Urban
E01015396,Urban
E01015397,Urban
E01015398,Urban
E01015399,Urban
E01015400,Urban
E01015401,Urban
E01015402,Urban
E01015403,Urban
E01015404,Urban
E01015405,Urban
E01015406,Urban
E01015407,Urban
E01015408,Urban
E01015409,Urban
E01015410,Urban
E01015411,Urban
E01015412,Urban
E01015413,Urban
E01015414,Urban
E01015415,Urban
E01015416,Urban
E01015417,Urban
E01015418,Urban
E01015419,Urban
E01015420,Urban
E01015421,Urban
E01015422,Urban
E01015423,Urban
E01015424,Urban
E01015425,Urban
E01015426,Urban
E01015427,Urban
E01015428,Urban
E01015429,Urban
E01015430,Urban
E01015431,Urban
E01015432,Urban
E01015433,Urban
E01015434,Urban
E01015435,Urban
E01015436,Urban
E01015437,Urban
E01015438,Urban
E01015439,Urban
E01015440,Urban
E01015441,Urban
E01015442,Urban
E01015443,Urban
E01015444,Urban
E01015445,Urban
E01015446,Urban
E01015447,Urban
E01015448,Urban
E01015449,Urban
E01015450,Urban
E01015451,Urban
E01015452,Urban
E01015453,Urban
E01015454,Urban
E01015455,Urban
E01015456,Urban
E01015457,Urban
E01015458,Urban
E01015459,Urban
E01015460,Urban
E01015461,Urban
E01015462,Urban
E01015463,Urban
E01015464,Urban
E01015465,Urban
E01015466,Urban
E01015468,Urban
E01015471,Urban
E01015472,Urban
E01015473,Urban
E01015474,Urban
E01015475,Urban
E01015476,Urban
E01015477,Urban
E01015478,Urban
E01015479,Urban
E01015480,Urban
E01015481,Urban
E01015482,Urban
E01015483,Urban
E01015484,Urban
E01015485,Urban
E01015486,Urban
E01015487,Urban
E01015488,Urban
E01015489,Urban
E01015490,Urban
E01015491,Urban
E01015492,Urban
E01015493,Urban
E01015494,Urban
E01015496,Urban
E01015497,Urban
E01015498,Urban
E01015499,Urban
E01015500,Urban
E01015501,Urban
E01015502,Urban
E01015503,Urban
E01015504,Urban
E01015505,Urban
E01015506,Urban
E01015507,Urban
E01015508,Urban
E01015509,Urban
E01015510,Urban
E01015511,Urban
E01015512,Urban
E01015513,Urban
E01015514,Urban
E01015515,Urban
E01015516,Urban
E01015517,Urban
E01015518,Urban
E01015519,Rural
E01015520,Rural
E01015521,Rural
E01015522,Rural
E01015523,Rural
E01015524,Rural
E01015525,Urban
E01015526,Urban
E01015527,Urban
E01015528,Urban
E01015529,Urban
E01015530,Urban
E01015532,Urban
E01015533,Urban
E01015534,Urban
E01015535,Urban
E01015536,Urban
E01015537,Urban
E01015538,Urban
E01015539,Urban
E01015540,Urban
E01015541,Urban
E01015542,Urban
E01015543,Urban
E01015544,Urban
E01015545,Urban
E01015546,Urban
E01015547,Rural
E01015548,Rural
E01015549,Urban
E01015550,Urban
E01015551,Urban
E01015552,Urban
E01015553,Urban
E01015554,Urban
E01015555,Urban
E01015556,Urban
E01015557,Urban
E01015558,Urban
E01015559,Urban
E01015560,Urban
E01015561,Urban
E01015562,Urban
E01015563,Urban
E01015564,Urban
E01015565,Urban
E01015566,Urban
E01015567,Urban
E01015568,Urban
E01015569,Urban
E01015570,Urban
E01015571,Urban
E01015572,Urban
E01015573,Urban
E01015574,Urban
E01015575,Urban
E01015576,Urban
E01015578,Urban
E01015579,Urban
E01015580,Urban
E01015581,Urban
E01015582,Urban
E01015583,Rural
E01015584,Rural
E01015585,Rural
E01015586,Rural
E01015587,Rural
E01015588,Rural
E01015589,Rural
E01015590,Rural
E01015591,Urban
E01015592,Urban
E01015593,Urban
E01015594,Urban
E01015595,Urban
E01015596,Urban
E01015597,Urban
E01015598,Urban
E01015599,Urban
E01015600,Urban
E01015601,Urban
E01015602,Urban
E01015603,Urban
E01015604,Urban
E01015605,Urban
E01015606,Urban
E01015607,Urban
E01015608,Urban
E01015609,Urban
E01015610,Urban
E01015611,Urban
E01015612,Urban
E01015613,Urban
E01015614,Urban
E01015615,Urban
E01015616,Urban
E01015617,Rural
E01015618,Rural
E01015619,Rural
E01015620,Rural
E01015621,Urban
E01015622,Urban
E01015623,Urban
E01015624,Urban
E01015626,Rural
E01015627,Rural
E01015628,Rural
E01015629,Rural
E01015630,Rural
E01015631,Rural
E01015632,Urban
E01015633,Urban
E01015634,Urban
E01015635,Rural
E01015636,Rural
E01015637,Urban
E01015638,Urban
E01015639,Urban
E01015640,Urban
E01015641,Urban
E01015642,Urban
E01015643,Urban
E01015644,Urban
E01015645,Urban
E01015646,Urban
E01015647,Urban
E01015648,Urban
E01015650,Urban
E01015651,Urban
E01015652,Urban
E01015653,Urban
E01015654,Urban
E01015655,Urban
E01015656,Urban
E01015657,Urban
E01015658,Urban
E01015659,Urban
E01015660,Urban
E01015661,Urban
E01015662,Urban
E01015663,Urban
E01015664,Urban
E01015665,Urban
E01015666,Urban
E01015667,Urban
E01015668,Urban
E01015669,Urban
E01015670,Urban
E01015671,Urban
E01015672,Urban
E01015673,Urban
E01015674,Urban
E01015675,Urban
E01015676,Urban
E01015677,Urban
E01015678,Urban
E01015679,Urban
E01015680,Urban
E01015681,Urban
E01015682,Urban
E01015683,Urban
E01015684,Urban
E01015685,Urban
E01015686,Urban
E01015687,Urban
E01015688,Urban
E01015689,Urban
E01015690,Urban
E01015691,Urban
E01015692,Urban
E01015693,Urban
E01015694,Urban
E01015695,Urban
E01015696,Urban
E01015697,Urban
E01015698,Urban
E01015699,Urban
E01015700,Urban
E01015701,Urban
E01015702,Urban
E01015703,Urban
E01015704,Urban
E01015705,Urban
E01015706,Urban
E01015707,Urban
E01015708,Urban
E01015709,Urban
E01015710,Urban
E01015711,Urban
E01015712,Urban
E01015713,Urban
E01015714,Urban
E01015715,Urban
E01015716,Urban
E01015717,Urban
E01015718,Urban
E01015719,Urban
E01015720,Urban
E01015721,Urban
E01015722,Urban
E01015723,Urban
E01015724,Urban
E01015725,Urban
E01015726,Urban
E01015727,Urban
E01015728,Urban
E01015729,Urban
E01015730,Urban
E01015731,Urban
E01015732,Urban
E01015733,Urban
E01015734,Urban
E01015735,Urban
E01015736,Urban
E01015737,Urban
E01015738,Urban
E01015739,Urban
E01015740,Urban
E01015741,Urban
E01015742,Urban
E01015743,Urban
E01015744,Urban
E01015745,Urban
E01015746,Urban
E01015747,Urban
E01015748,Urban
E01015749,Urban
E01015750,Urban
E01015751,Urban
E01015752,Urban
E01015753,Urban
E01015754,Urban
E01015755,Urban
E01015756,Urban
E01015757,Urban
E01015758,Urban
E01015759,Urban
E01015760,Urban
E01015761,Urban
E01015762,Urban
E01015763,Urban
E01015764,Urban
E01015765,Urban
E01015766,Urban
E01015767,Urban
E01015768,Urban
E01015769,Urban
E01015770,Urban
E01015771,Urban
E01015772,Urban
E01015773,Urban
E01015774,Urban
E01015775,Urban
E01015776,Urban
E01015777,Urban
E01015778,Urban
E01015779,Urban
E01015780,Urban
E01015781,Urban
E01015782,Urban
E01015783,Urban
E01015784,Urban
E01015785,Urban
E01015786,Urban
E01015787,Urban
E01015788,Urban
E01015789,Urban
E01015790,Urban
E01015791,Urban
E01015792,Urban
E01015793,Urban
E01015794,Urban
E01015795,Urban
E01015796,Urban
E01015797,Urban
E01015798,Urban
E01015799,Urban
E01015800,Urban
E01015801,Urban
E01015802,Urban
E01015803,Urban
E01015804,Urban
E01015805,Urban
E01015806,Urban
E01015807,Urban
E01015808,Urban
E01015809,Urban
E01015810,Urban
E01015811,Urban
E01015812,Urban
E01015813,Urban
E01015814,Urban
E01015815,Urban
E01015816,Urban
E01015817,Urban
E01015818,Urban
E01015819,Urban
E01015820,Urban
E01015821,Urban
E01015822,Urban
E01015823,Urban
E01015824,Urban
E01015825,Urban
E01015826,Urban
E01015827,Urban
E01015828,Urban
E01015829,Urban
E01015830,Urban
E01015831,Urban
E01015832,Urban
E01015833,Urban
E01015834,Urban
E01015835,Urban
E01015836,Urban
E01015837,Urban
E01015838,Urban
E01015839,Urban
E01015840,Urban
E01015841,Urban
E01015842,Urban
E01015843,Urban
E01015844,Urban
E01015845,Urban
E01015846,Urban
E01015847,Urban
E01015848,Urban
E01015849,Urban
E01015850,Urban
E01015851,Urban
E01015852,Urban
E01015853,Urban
E01015854,Urban
E01015855,Urban
E01015856,Urban
E01015857,Urban
E01015858,Urban
E01015859,Urban
E01015860,Urban
E01015861,Urban
E01015862,Urban
E01015863,Urban
E01015864,Urban
E01015865,Urban
E01015866,Urban
E01015867,Urban
E01015868,Urban
E01015869,Urban
E01015870,Urban
E01015871,Urban
E01015872,Urban
E01015873,Urban
E01015874,Urban
E01015875,Urban
E01015876,Urban
E01015877,Urban
E01015878,Urban
E01015879,Urban
E01015880,Urban
E01015881,Urban
E01015882,Urban
E01015883,Urban
E01015884,Urban
E01015885,Urban
E01015886,Urban
E01015887,Urban
E01015888,Urban
E01015889,Urban
E01015890,Urban
E01015891,Urban
E01015892,Urban
E01015893,Urban
E01015894,Urban
E01015895,Urban
E01015896,Urban
E01015897,Urban
E01015898,Urban
E01015899,Urban
E01015900,Urban
E01015901,Urban
E01015902,Urban
E01015903,Urban
E01015904,Urban
E01015905,Urban
E01015906,Urban
E01015907,Urban
E01015908,Urban
E01015909,Urban
E01015910,Urban
E01015911,Urban
E01015912,Urban
E01015913,Urban
E01015914,Urban
E01015915,Urban
E01015916,Urban
E01015917,Urban
E01015918,Urban
E01015919,Urban
E01015920,Urban
E01015921,Urban
E01015922,Rural
E01015923,Rural
E01015924,Rural
E01015925,Rural
E01015926,Rural
E01015927,Urban
E01015928,Urban
E01015929,Urban
E01015930,Urban
E01015931,Urban
E01015932,Urban
E01015933,Urban
E01015934,Urban
E01015935,Urban
E01015936,Urban
E01015937,Urban
E01015938,Urban
E01015939,Urban
E01015941,Urban
E01015942,Urban
E01015943,Urban
E01015944,Urban
E01015945,Urban
E01015946,Urban
E01015947,Rural
E01015948,Rural
E01015949,Rural
E01015950,Rural
E01015951,Urban
E01015952,Urban
E01015953,Urban
E01015954,Urban
E01015955,Urban
E01015956,Urban
E01015957,Urban
E01015958,Urban
E01015959,Urban
E01015960,Urban
E01015961,Urban
E01015962,Urban
E01015963,Urban
E01015964,Urban
E01015965,Urban
E01015966,Urban
E01015967,Urban
E01015968,Urban
E01015969,Urban
E01015970,Urban
E01015971,Urban
E01015972,Urban
E01015973,Urban
E01015974,Urban
E01015975,Urban
E01015976,Urban
E01015977,Rural
E01015978,Rural
E01015979,Rural
E01015980,Rural
E01015982,Urban
E01015983,Urban
E01015984,Urban
E01015985,Urban
E01015986,Urban
E01015987,Urban
E01015988,Urban
E01015989,Urban
E01015990,Urban
E01015991,Urban
E01015992,Urban
E01015993,Urban
E01015994,Urban
E01015995,Urban
E01015996,Urban
E01015997,Urban
E01015998,Urban
E01015999,Urban
E01016000,Urban
E01016001,Urban
E01016002,Urban
E01016003,Urban
E01016004,Urban
E01016005,Urban
E01016006,Urban
E01016007,Urban
E01016008,Urban
E01016009,Urban
E01016010,Urban
E01016011,Urban
E01016012,Urban
E01016013,Urban
E01016014,Urban
E01016015,Urban
E01016016,Urban
E01016017,Urban
E01016018,Urban
E01016019,Urban
E01016020,Urban
E01016021,Urban
E01016022,Urban
E01016023,Urban
E01016024,Urban
E01016025,Urban
E01016026,Rural
E01016027,Rural
E01016028,Rural
E01016029,Rural
E01016030,Urban
E01016031,Urban
E01016032,Urban
E01016033,Urban
E01016034,Urban
E01016035,Urban
E01016036,Urban
E01016037,Urban
E01016038,Urban
E01016039,Urban
E01016040,Urban
E01016041,Urban
E01016042,Urban
E01016043,Urban
E01016044,Urban
E01016045,Urban
E01016046,Urban
E01016047,Urban
E01016048,Urban
E01016049,Urban
E01016050,Urban
E01016051,Urban
E01016052,Urban
E01016053,Urban
E01016054,Urban
E01016055,Urban
E01016056,Urban
E01016057,Urban
E01016058,Urban
E01016059,Urban
E01016060,Urban
E01016061,Urban
E01016062,Urban
E01016063,Urban
E01016064,Urban
E01016065,Urban
E01016066,Urban
E01016067,Urban
E01016068,Urban
E01016069,Urban
E01016070,Rural
E01016071,Rural
E01016072,Rural
E01016073,Rural
E01016074,Rural
E01016075,Rural
E01016076,Rural
E01016077,Rural
E01016078,Urban
E01016079,Urban
E01016080,Urban
E01016081,Urban
E01016082,Urban
E01016083,Urban
E01016084,Urban
E01016085,Urban
E01016086,Urban
E01016087,Urban
E01016088,Urban
E01016089,Urban
E01016090,Urban
E01016091,Urban
E01016092,Urban
E01016093,Urban
E01016094,Urban
E01016095,Urban
E01016096,Urban
E01016097,Urban
E01016098,Urban
E01016099,Urban
E01016100,Urban
E01016101,Urban
E01016102,Urban
E01016103,Urban
E01016104,Urban
E01016105,Urban
E01016106,Urban
E01016107,Urban
E01016110,Urban
E01016111,Urban
E01016112,Urban
E01016113,Urban
E01016114,Urban
E01016115,Urban
E01016116,Urban
E01016117,Urban
E01016118,Urban
E01016119,Urban
E01016120,Urban
E01016121,Urban
E01016122,Urban
E01016123,Urban
E01016124,Urban
E01016125,Urban
E01016126,Urban
E01016127,Urban
E01016128,Urban
E01016129,Urban
E01016130,Urban
E01016131,Urban
E01016132,Urban
E01016133,Urban
E01016134,Urban
E01016135,Urban
E01016136,Urban
E01016137,Urban
E01016138,Urban
E01016139,Urban
E01016140,Urban
E01016141,Urban
E01016142,Rural
E01016143,Rural
E01016144,Rural
E01016145,Rural
E01016146,Urban
E01016147,Urban
E01016148,Urban
E01016149,Rural
E01016150,Urban
E01016151,Urban
E01016152,Urban
E01016153,Urban
E01016154,Urban
E01016155,Urban
E01016156,Urban
E01016157,Urban
E01016158,Urban
E01016159,Urban
E01016160,Urban
E01016161,Urban
E01016162,Urban
E01016163,Urban
E01016164,Urban
E01016165,Urban
E01016166,Urban
E01016167,Urban
E01016168,Urban
E01016169,Urban
E01016170,Urban
E01016171,Urban
E01016172,Urban
E01016173,Urban
E01016174,Urban
E01016175,Urban
E01016176,Urban
E01016177,Urban
E01016178,Urban
E01016179,Urban
E01016180,Urban
E01016181,Urban
E01016182,Urban
E01016183,Urban
E01016184,Urban
E01016185,Urban
E01016186,Urban
E01016187,Urban
E01016188,Urban
E01016190,Urban
E01016191,Urban
E01016192,Urban
E01016193,Urban
E01016194,Urban
E01016195,Urban
E01016196,Urban
E01016197,Urban
E01016198,Urban
E01016199,Urban
E01016200,Urban
E01016201,Urban
E01016202,Urban
E01016203,Urban
E01016204,Urban
E01016205,Urban
E01016206,Urban
E01016207,Urban
E01016208,Urban
E01016209,Urban
E01016210,Urban
E01016212,Urban
E01016213,Urban
E01016214,Urban
E01016215,Urban
E01016216,Urban
E01016217,Urban
E01016218,Urban
E01016219,Urban
E01016220,Urban
E01016221,Urban
E01016222,Urban
E01016223,Urban
E01016224,Urban
E01016225,Urban
E01016226,Urban
E01016227,Urban
E01016228,Urban
E01016229,Urban
E01016230,Urban
E01016231,Urban
E01016232,Urban
E01016233,Urban
E01016234,Urban
E01016235,Urban
E01016236,Urban
E01016237,Urban
E01016238,Urban
E01016239,Urban
E01016240,Urban
E01016241,Urban
E01016242,Urban
E01016243,Urban
E01016245,Urban
E01016246,Urban
E01016247,Urban
E01016248,Urban
E01016249,Urban
E01016250,Urban
E01016252,Rural
E01016253,Urban
E01016254,Rural
E01016255,Rural
E01016256,Rural
E01016257,Rural
E01016258,Urban
E01016259,Urban
E01016260,Urban
E01016261,Urban
E01016262,Urban
E01016263,Rural
E01016264,Rural
E01016265,Rural
E01016266,Rural
E01016267,Rural
E01016268,Rural
E01016269,Rural
E01016270,Rural
E01016271,Urban
E01016272,Urban
E01016273,Urban
E01016274,Urban
E01016275,Urban
E01016276,Urban
E01016277,Rural
E01016278,Urban
E01016279,Urban
E01016280,Urban
E01016281,Urban
E01016282,Urban
E01016283,Urban
E01016284,Urban
E01016285,Rural
E01016286,Rural
E01016287,Rural
E01016288,Rural
E01016289,Urban
E01016290,Urban
E01016291,Urban
E01016292,Urban
E01016293,Urban
E01016294,Urban
E01016295,Urban
E01016296,Rural
E01016297,Rural
E01016298,Rural
E01016299,Rural
E01016300,Rural
E01016301,Rural
E01016302,Rural
E01016303,Rural
E01016304,Rural
E01016305,Rural
E01016306,Rural
E01016307,Rural
E01016308,Rural
E01016309,Rural
E01016310,Urban
E01016311,Urban
E01016312,Urban
E01016313,Rural
E01016314,Rural
E01016315,Urban
E01016316,Urban
E01016317,Urban
E01016318,Urban
E01016319,Urban
E01016320,Urban
E01016321,Urban
E01016322,Urban
E01016323,Urban
E01016324,Urban
E01016325,Urban
E01016326,Rural
E01016327,Rural
E01016328,Rural
E01016329,Urban
E01016330,Urban
E01016331,Urban
E01016332,Urban
E01016333,Urban
E01016334,Urban
E01016335,Urban
E01016336,Urban
E01016337,Urban
E01016338,Urban
E01016339,Urban
E01016340,Urban
E01016341,Urban
E01016342,Urban
E01016343,Urban
E01016344,Urban
E01016345,Urban
E01016346,Urban
E01016347,Urban
E01016348,Urban
E01016349,Urban
E01016350,Urban
E01016353,Urban
E01016355,Urban
E01016356,Urban
E01016357,Urban
E01016358,Urban
E01016359,Urban
E01016360,Urban
E01016361,Urban
E01016362,Urban
E01016363,Urban
E01016364,Urban
E01016365,Urban
E01016366,Urban
E01016367,Urban
E01016368,Urban
E01016369,Urban
E01016370,Urban
E01016371,Urban
E01016372,Urban
E01016373,Urban
E01016374,Urban
E01016375,Urban
E01016376,Urban
E01016377,Urban
E01016378,Urban
E01016379,Urban
E01016380,Urban
E01016381,Urban
E01016382,Urban
E01016383,Urban
E01016384,Urban
E01016385,Urban
E01016386,Urban
E01016387,Urban
E01016388,Urban
E01016389,Urban
E01016390,Urban
E01016391,Urban
E01016392,Urban
E01016393,Urban
E01016394,Urban
E01016395,Urban
E01016396,Urban
E01016397,Urban
E01016398,Urban
E01016399,Urban
E01016400,Urban
E01016401,Urban
E01016402,Urban
E01016403,Urban
E01016404,Urban
E01016405,Urban
E01016406,Urban
E01016407,Urban
E01016408,Urban
E01016409,Urban
E01016410,Urban
E01016411,Urban
E01016412,Urban
E01016413,Urban
E01016414,Urban
E01016415,Urban
E01016416,Urban
E01016417,Urban
E01016418,Urban
E01016419,Urban
E01016420,Urban
E01016421,Urban
E01016422,Urban
E01016423,Urban
E01016424,Urban
E01016425,Urban
E01016426,Urban
E01016427,Urban
E01016428,Urban
E01016429,Urban
E01016430,Urban
E01016431,Urban
E01016432,Urban
E01016433,Urban
E01016434,Urban
E01016435,Urban
E01016436,Urban
E01016437,Urban
E01016438,Urban
E01016439,Urban
E01016440,Urban
E01016441,Urban
E01016442,Urban
E01016443,Urban
E01016444,Urban
E01016445,Urban
E01016446,Urban
E01016447,Urban
E01016448,Urban
E01016449,Urban
E01016450,Urban
E01016451,Urban
E01016452,Urban
E01016453,Urban
E01016454,Urban
E01016455,Urban
E01016456,Urban
E01016457,Urban
E01016458,Urban
E01016459,Urban
E01016460,Urban
E01016461,Urban
E01016462,Urban
E01016463,Urban
E01016464,Urban
E01016465,Urban
E01016467,Urban
E01016468,Urban
E01016469,Urban
E01016470,Urban
E01016471,Urban
E01016472,Urban
E01016473,Urban
E01016474,Urban
E01016475,Urban
E01016476,Urban
E01016477,Urban
E01016478,Urban
E01016479,Urban
E01016480,Urban
E01016481,Urban
E01016482,Urban
E01016483,Urban
E01016484,Urban
E01016485,Urban
E01016486,Urban
E01016487,Urban
E01016488,Urban
E01016490,Urban
E01016491,Urban
E01016492,Urban
E01016493,Urban
E01016494,Urban
E01016495,Urban
E01016496,Urban
E01016497,Urban
E01016498,Urban
E01016499,Urban
E01016500,Urban
E01016501,Urban
E01016502,Urban
E01016503,Urban
E01016504,Urban
E01016505,Urban
E01016506,Urban
E01016507,Urban
E01016508,Urban
E01016509,Urban
E01016510,Urban
E01016511,Urban
E01016512,Urban
E01016513,Urban
E01016514,Urban
E01016515,Urban
E01016516,Urban
E01016517,Urban
E01016518,Urban
E01016519,Urban
E01016520,Urban
E01016521,Urban
E01016522,Urban
E01016523,Urban
E01016524,Urban
E01016525,Urban
E01016526,Urban
E01016527,Urban
E01016528,Urban
E01016529,Urban
E01016530,Urban
E01016531,Urban
E01016532,Urban
E01016533,Urban
E01016534,Urban
E01016535,Urban
E01016536,Urban
E01016537,Urban
E01016538,Urban
E01016539,Urban
E01016540,Urban
E01016541,Urban
E01016542,Urban
E01016543,Urban
E01016544,Urban
E01016545,Urban
E01016546,Urban
E01016547,Urban
E01016548,Urban
E01016549,Urban
E01016550,Urban
E01016551,Urban
E01016552,Urban
E01016553,Urban
E01016554,Urban
E01016555,Urban
E01016556,Urban
E01016557,Urban
E01016558,Urban
E01016559,Urban
E01016560,Urban
E01016561,Urban
E01016562,Urban
E01016563,Urban
E01016564,Rural
E01016565,Rural
E01016566,Rural
E01016567,Urban
E01016568,Rural
E01016569,Rural
E01016570,Urban
E01016571,Urban
E01016572,Urban
E01016573,Urban
E01016574,Urban
E01016575,Urban
E01016576,Urban
E01016577,Rural
E01016578,Rural
E01016579,Rural
E01016580,Urban
E01016581,Rural
E01016582,Urban
E01016583,Urban
E01016584,Urban
E01016585,Urban
E01016586,Urban
E01016587,Urban
E01016588,Urban
E01016589,Urban
E01016591,Urban
E01016592,Urban
E01016593,Urban
E01016594,Urban
E01016595,Urban
E01016596,Urban
E01016597,Urban
E01016598,Urban
E01016599,Urban
E01016600,Urban
E01016601,Urban
E01016602,Urban
E01016603,Urban
E01016604,Urban
E01016605,Urban
E01016606,Urban
E01016607,Urban
E01016608,Urban
E01016609,Urban
E01016610,Urban
E01016611,Urban
E01016612,Urban
E01016613,Urban
E01016614,Urban
E01016615,Urban
E01016616,Urban
E01016617,Urban
E01016618,Urban
E01016619,Rural
E01016620,Rural
E01016621,Urban
E01016622,Urban
E01016623,Urban
E01016624,Urban
E01016625,Urban
E01016626,Urban
E01016627,Urban
E01016628,Urban
E01016629,Urban
E01016630,Urban
E01016631,Urban
E01016632,Urban
E01016633,Urban
E01016634,Urban
E01016635,Urban
E01016636,Urban
E01016637,Urban
E01016638,Urban
E01016639,Urban
E01016640,Urban
E01016641,Urban
E01016642,Urban
E01016643,Urban
E01016644,Urban
E01016645,Urban
E01016646,Urban
E01016647,Urban
E01016648,Urban
E01016649,Urban
E01016651,Urban
E01016652,Urban
E01016653,Urban
E01016654,Urban
E01016655,Urban
E01016656,Rural
E01016657,Rural
E01016658,Urban
E01016659,Urban
E01016660,Urban
E01016661,Urban
E01016662,Urban
E01016663,Urban
E01016664,Urban
E01016665,Urban
E01016666,Urban
E01016668,Urban
E01016669,Urban
E01016670,Urban
E01016671,Urban
E01016672,Urban
E01016673,Urban
E01016674,Urban
E01016675,Rural
E01016676,Rural
E01016677,Rural
E01016678,Rural
E01016679,Urban
E01016680,Urban
E01016682,Rural
E01016683,Rural
E01016684,Urban
E01016685,Urban
E01016686,Urban
E01016687,Urban
E01016688,Urban
E01016689,Urban
E01016690,Rural
E01016691,Rural
E01016692,Rural
E01016693,Rural
E01016694,Rural
E01016695,Rural
E01016696,Urban
E01016699,Urban
E01016700,Urban
E01016701,Urban
E01016702,Urban
E01016703,Urban
E01016704,Urban
E01016705,Urban
E01016706,Urban
E01016707,Urban
E01016708,Urban
E01016709,Urban
E01016710,Urban
E01016711,Urban
E01016713,Urban
E01016714,Urban
E01016715,Urban
E01016716,Urban
